Document Name,Link,Current Status,ID #,Version,Facility/Project Name,County,Document Date,Document Types,Page count,Linked
GW1-2022-10527_Well Construction - GW1_20221121,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2602634&dbid=0&repo=WaterResources,,GW1-2022-10527,,,Buncombe,11/21/2022,Well Construction - GW1,1,
GW1-2022-10232_Well Construction - GW1_20221111,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2583049&dbid=0&repo=WaterResources,,GW1-2022-10232,,,Macon,11/11/2022,Well Construction - GW1,1,
GW1-2022-06978_Well Construction - GW1_20220725,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2438176&dbid=0&repo=WaterResources,,GW1-2022-06978,,,Buncombe,7/25/2022,Well Construction - GW1,1,
GW1-2022-08853_Well Construction - GW1_20220912,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2499228&dbid=0&repo=WaterResources,,GW1-2022-08853,,,Wake,9/12/2022,Well Construction - GW1,1,
GW1-2022-07820_Well Construction - GW1_20220822,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2473172&dbid=0&repo=WaterResources,,GW1-2022-07820,,,Mecklenburg,8/22/2022,Well Construction - GW1,1,
GW1-2022-09030_Well Construction - GW1_20220923,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2510903&dbid=0&repo=WaterResources,,GW1-2022-09030,,,Gaston,9/23/2022,Well Construction - GW1,1,
GW1-2022-02822_Well Construction - GW1_20220224,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2228014&dbid=0&repo=WaterResources,,GW1-2022-02822,,,Watauga,2/24/2022,Well Construction - GW1,2,
GW1-2022-09530_Well Construction - GW1_20221017,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2536911&dbid=0&repo=WaterResources,,GW1-2022-09530,,,Henderson,10/17/2022,Well Construction - GW1,1,
GW1-2022-10091_Well Construction - GW1_20221104,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2571265&dbid=0&repo=WaterResources,,GW1-2022-10091,,,Alamance,11/4/2022,Well Construction - GW1,1,
GW1-2022-09992_Well Construction - GW1_20221104,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2565554&dbid=0&repo=WaterResources,,GW1-2022-09992,,,Gaston,11/4/2022,Well Construction - GW1,1,
GW1-2022-03137_Well Construction - GW1_20220214,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2234904&dbid=0&repo=WaterResources,,GW1-2022-03137,,,Alleghany,2/14/2022,Well Construction - GW1,1,
GW1-2022-10765_Well Construction - GW1_20221208,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2614311&dbid=0&repo=WaterResources,,GW1-2022-10765,,,Randolph,12/8/2022,Well Construction - GW1,1,
GW1-2022-07287_Well Construction - GW1_20220809,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2452181&dbid=0&repo=WaterResources,,GW1-2022-07287,,,Lincoln,8/9/2022,Well Construction - GW1,1,
GW1-2022-08552_Well Construction - GW1_20220527,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492419&dbid=0&repo=WaterResources,,GW1-2022-08552,,,Gaston,5/27/2022,Well Construction - GW1,1,
GW1-2022-05410_Well Construction - GW1_20220311,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2245002&dbid=0&repo=WaterResources,,GW1-2022-05410,,,Cumberland,3/11/2022,Well Construction - GW1,1,
GW1-2022-01508_Well Construction - GW1_20220120,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2195741&dbid=0&repo=WaterResources,,GW1-2022-01508,,,Iredell,1/20/2022,Well Construction - GW1,1,
GW1-2022-09684_Well Construction - GW1_20220923,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2549960&dbid=0&repo=WaterResources,,GW1-2022-09684,,,Nash,9/23/2022,Well Construction - GW1,2,
GW1-2022-08009_Well Construction - GW1_20220830,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2484209&dbid=0&repo=WaterResources,,GW1-2022-08009,,,Randolph,8/30/2022,Well Construction - GW1,1,
GW1-2022-05837_Well Construction - GW1_20220603,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2381592&dbid=0&repo=WaterResources,,GW1-2022-05837,,,Wake,6/3/2022,Well Construction - GW1,1,
GW1-2022-07007_Well Construction - GW1_20220725,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2439015&dbid=0&repo=WaterResources,,GW1-2022-07007,,,Orange,7/25/2022,Well Construction - GW1,1,
GW1-2022-08618_Well Construction - GW1_20220503,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492484&dbid=0&repo=WaterResources,,GW1-2022-08618,,,Lincoln,5/3/2022,Well Construction - GW1,1,
GW1-2022-00109_Well Construction - GW1_20221219,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2639082&dbid=0&repo=WaterResources,,GW1-2022-00109,,,Lincoln,12/19/2022,Well Construction - GW1,1,
GW1-2022-09927_Well Construction - GW1_20221031,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2564884&dbid=0&repo=WaterResources,,GW1-2022-09927,,,New Hanover,10/31/2022,Well Construction - GW1,1,
GW1-2022-07321_Well Construction - GW1_20220809,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2452624&dbid=0&repo=WaterResources,,GW1-2022-07321,,,Person,8/9/2022,Well Construction - GW1,1,
GW1-2022-09951_Well Construction - GW1_20221031,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2564976&dbid=0&repo=WaterResources,,GW1-2022-09951,,,Yadkin,10/31/2022,Well Construction - GW1,1,
GW1-2022-10343_Well Construction - GW1_20221129,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2587411&dbid=0&repo=WaterResources,,GW1-2022-10343,,,Cumberland,11/29/2022,Well Construction - GW1,4,
GW1-2022-05783_Well Construction - GW1_20220621,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2380815&dbid=0&repo=WaterResources,,GW1-2022-05783,,,Sampson,6/21/2022,Well Construction - GW1,4,
GW1-2022-00181_Well Construction - GW1_20221216,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2644023&dbid=0&repo=WaterResources,,GW1-2022-00181,,,Iredell,12/16/2022,Well Construction - GW1,1,
GW1-2022-06410_Well Construction - GW1_20220603,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2411251&dbid=0&repo=WaterResources,,GW1-2022-06410,,,Swain,6/3/2022,Well Construction - GW1,1,
GW1-2022-07909_Well Construction - GW1_20220823,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2479212&dbid=0&repo=WaterResources,,GW1-2022-07909,,,Orange,8/23/2022,Well Construction - GW1,1,
GW1-2022-06352_Well Construction - GW1_20220705,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2409304&dbid=0&repo=WaterResources,,GW1-2022-06352,,,Madison,7/5/2022,Well Construction - GW1,1,
GW1-2022-08643_Well Construction - GW1_20220427,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492535&dbid=0&repo=WaterResources,,GW1-2022-08643,,,Rutherford,4/27/2022,Well Construction - GW1,1,
GW1-2022-08998_Well Construction - GW1_20220923,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2509846&dbid=0&repo=WaterResources,,GW1-2022-08998,,,Alamance,9/23/2022,Well Construction - GW1,1,
GW1-2022-07931_Well Construction - GW1_20220823,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2479234&dbid=0&repo=WaterResources,,GW1-2022-07931,,,Stokes,8/23/2022,Well Construction - GW1,1,
GW1-2022-10192_Well Construction - GW1_20221111,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2582521&dbid=0&repo=WaterResources,,GW1-2022-10192,,,Yadkin,11/11/2022,Well Construction - GW1,1,
GW1-2022-01257_Well Construction - GW1_20220112,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2178881&dbid=0&repo=WaterResources,,GW1-2022-01257,,,Granville,1/12/2022,Well Construction - GW1,1,
GW1-2022-07121_Well Construction - GW1_20220729,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2449238&dbid=0&repo=WaterResources,,GW1-2022-07121,,,Franklin,7/29/2022,Well Construction - GW1,1,
GW1-2022-06708_Well Construction - GW1_20220712,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2425746&dbid=0&repo=WaterResources,,GW1-2022-06708,,,Jackson,7/12/2022,Well Construction - GW1,1,
GW1-2022-00871_Well Construction - GW1_20220107,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2168491&dbid=0&repo=WaterResources,,GW1-2022-00871,,,Gaston,1/7/2022,Well Construction - GW1,1,
GW1-2022-09059_Well Construction - GW1_20220923,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2516599&dbid=0&repo=WaterResources,,GW1-2022-09059,,,Wilson,9/23/2022,Well Construction - GW1,2,
GW1-2022-02863_Well Construction - GW1_20220228,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2228841&dbid=0&repo=WaterResources,,GW1-2022-02863,,,Buncombe,2/28/2022,Well Construction - GW1,1,
GW1-2022-04681_Well Construction - GW1_20220512,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2332829&dbid=0&repo=WaterResources,,GW1-2022-04681,,,Randolph,5/12/2022,Well Construction - GW1,1,
GW1-2022-10118_Well Construction - GW1_20221110,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2578756&dbid=0&repo=WaterResources,,GW1-2022-10118,,,Buncombe,11/10/2022,Well Construction - GW1,1,
GW1-2022-08937_Well Construction - GW1_20220919,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2506915&dbid=0&repo=WaterResources,,GW1-2022-08937,,,Warren,9/19/2022,Well Construction - GW1,1,
GW1-2022-05803_Well Construction - GW1_20220615,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2380932&dbid=0&repo=WaterResources,,GW1-2022-05803,,,Caswell,6/15/2022,Well Construction - GW1,1,
GW1-2022-10500_Well Construction - GW1_20221118,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2602316&dbid=0&repo=WaterResources,,GW1-2022-10500,,,Guilford,11/18/2022,Well Construction - GW1,1,
GW1-2022-07396_Well Construction - GW1_20220809,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2454316&dbid=0&repo=WaterResources,,GW1-2022-07396,,,Swain,8/9/2022,Well Construction - GW1,1,
GW1-2022-01140_Well Construction - GW1_20220103,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2175543&dbid=0&repo=WaterResources,,GW1-2022-01140,,,Cumberland,1/3/2022,Well Construction - GW1,1,
GW1-2022-01584_Well Construction - GW1_20220120,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2197520&dbid=0&repo=WaterResources,,GW1-2022-01584,,,Wake,1/20/2022,Well Construction - GW1,4,
GW1-2022-03433_Well Construction - GW1_20220318,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2251555&dbid=0&repo=WaterResources,,GW1-2022-03433,,,Gaston,3/18/2022,Well Construction - GW1,1,
GW1-2022-00249_Well Construction - GW1_20221216,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2645162&dbid=0&repo=WaterResources,,GW1-2022-00249,,,Alamance,12/16/2022,Well Construction - GW1,1,
GW1-2022-08076_Well Construction - GW1_20220826,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2489218&dbid=0&repo=WaterResources,,GW1-2022-08076,,,Currituck,8/26/2022,Well Construction - GW1,4,
GW1-2022-08523_Well Construction - GW1_20220527,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492391&dbid=0&repo=WaterResources,,GW1-2022-08523,,,Gaston,5/27/2022,Well Construction - GW1,1,
GW1-2022-08907_Well Construction - GW1_20220912,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2499618&dbid=0&repo=WaterResources,,GW1-2022-08907,,,Macon,9/12/2022,Well Construction - GW1,2,
GW1-2022-01527_Well Construction - GW1_20220120,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2196636&dbid=0&repo=WaterResources,,GW1-2022-01527,,,Iredell,1/20/2022,Well Construction - GW1,1,
GW1-2022-02985_Well Construction - GW1_20220221,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2229967&dbid=0&repo=WaterResources,,GW1-2022-02985,,,McDowell,2/21/2022,Well Construction - GW1,1,
GW1-2022-05849_Well Construction - GW1_20220617,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2388528&dbid=0&repo=WaterResources,,GW1-2022-05849,,,Alamance,6/17/2022,Well Construction - GW1,1,
GW1-2022-09812_Well Construction - GW1_20221027,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2556575&dbid=0&repo=WaterResources,,GW1-2022-09812,,,Alamance,10/27/2022,Well Construction - GW1,1,
GW1-2022-07523_Well Construction - GW1_20220811,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2468548&dbid=0&repo=WaterResources,,GW1-2022-07523,,,Mecklenburg,8/11/2022,Well Construction - GW1,1,
GW1-2022-05441_Well Construction - GW1_20220607,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2367908&dbid=0&repo=WaterResources,,GW1-2022-05441,,,Gaston,6/7/2022,Well Construction - GW1,1,
GW1-2022-09919_Well Construction - GW1_20221031,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2564877&dbid=0&repo=WaterResources,,GW1-2022-09919,,,Alleghany,10/31/2022,Well Construction - GW1,1,
GW1-2022-08357_Well Construction - GW1_20220418,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492196&dbid=0&repo=WaterResources,,GW1-2022-08357,,,Durham,4/18/2022,Well Construction - GW1,1,
GW1-2022-00242_Well Construction - GW1_20221216,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2645155&dbid=0&repo=WaterResources,,GW1-2022-00242,,,Burke,12/16/2022,Well Construction - GW1,1,
GW1-2022-10320_Well Construction - GW1_20221114,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2586037&dbid=0&repo=WaterResources,,GW1-2022-10320,,,Davie,11/14/2022,Well Construction - GW1,1,
GW1-2022-09896_Well Construction - GW1_20221028,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2558619&dbid=0&repo=WaterResources,,GW1-2022-09896,,,Transylvania,10/28/2022,Well Construction - GW1,1,
GW1-2022-04859_Well Construction - GW1_20220520,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2345938&dbid=0&repo=WaterResources,,GW1-2022-04859,,,Polk,5/20/2022,Well Construction - GW1,1,
GW1-2022-06999_Well Construction - GW1_20220804,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2438524&dbid=0&repo=WaterResources,,GW1-2022-06999,,,Pamlico,8/4/2022,Well Construction - GW1,4,
GW1-2022-03912_Well Construction - GW1_20220412,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2295856&dbid=0&repo=WaterResources,,GW1-2022-03912,,,Swain,4/12/2022,Well Construction - GW1,1,
GW1-2022-09779_Well Construction - GW1_20221027,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2556489&dbid=0&repo=WaterResources,,GW1-2022-09779,,,Caldwell,10/27/2022,Well Construction - GW1,1,
GW1-2022-06336_Well Construction - GW1_20220705,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2409288&dbid=0&repo=WaterResources,,GW1-2022-06336,,,Caldwell,7/5/2022,Well Construction - GW1,1,
GW1-2022-03986_Well Construction - GW1_20220412,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2296635&dbid=0&repo=WaterResources,,GW1-2022-03986,,,Buncombe,4/12/2022,Well Construction - GW1,1,
GW1-2022-04662_Well Construction - GW1_20220512,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2332744&dbid=0&repo=WaterResources,,GW1-2022-04662,,,Stokes,5/12/2022,Well Construction - GW1,1,
GW1-2022-03494_Well Construction - GW1_20220322,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2257631&dbid=0&repo=WaterResources,,GW1-2022-03494,,,Granville,3/22/2022,Well Construction - GW1,1,
GW1-2022-06042_Well Construction - GW1_20220629,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2400050&dbid=0&repo=WaterResources,,GW1-2022-06042,,,Davie,6/29/2022,Well Construction - GW1,1,
GW1-2022-09232_Well Construction - GW1_20221003,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2525052&dbid=0&repo=WaterResources,,GW1-2022-09232,,,Rowan,10/3/2022,Well Construction - GW1,1,
GW1-2022-09718_Well Construction - GW1_20221101,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2551741&dbid=0&repo=WaterResources,,GW1-2022-09718,,,Rockingham,11/1/2022,Well Construction - GW1,4,
GW1-2022-00289_Well Construction - GW1_20221222,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2648560&dbid=0&repo=WaterResources,,GW1-2022-00289,,,Mecklenburg,12/22/2022,Well Construction - GW1,1,
GW1-2022-09067_Well Construction - GW1_20220923,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2516607&dbid=0&repo=WaterResources,,GW1-2022-09067,,,Gaston,9/23/2022,Well Construction - GW1,1,
GW1-2022-03636_Well Construction - GW1_20220328,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2265529&dbid=0&repo=WaterResources,,GW1-2022-03636,,,Wake,3/28/2022,Well Construction - GW1,1,
GW1-2022-10287_Well Construction - GW1_20221114,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2585517&dbid=0&repo=WaterResources,,GW1-2022-10287,,,Iredell,11/14/2022,Well Construction - GW1,1,
GW1-2022-07033_Well Construction - GW1_20220726,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2439182&dbid=0&repo=WaterResources,,GW1-2022-07033,,,Columbus,7/26/2022,Well Construction - GW1,1,
GW1-2022-03931_Well Construction - GW1_20220412,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2295877&dbid=0&repo=WaterResources,,GW1-2022-03931,,,Iredell,4/12/2022,Well Construction - GW1,1,
GW1-2022-07441_Well Construction - GW1_20220820,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2460553&dbid=0&repo=WaterResources,,GW1-2022-07441,,,Currituck,8/20/2022,Well Construction - GW1,4,
GW1-2022-09409_Well Construction - GW1_20221007,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2532773&dbid=0&repo=WaterResources,,GW1-2022-09409,,,Orange,10/7/2022,Well Construction - GW1,1,
GW1-2022-08647_Well Construction - GW1_20220427,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492543&dbid=0&repo=WaterResources,,GW1-2022-08647,,,Rutherford,4/27/2022,Well Construction - GW1,1,
GW1-2022-09766_Well Construction - GW1_20221102,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2556132&dbid=0&repo=WaterResources,,GW1-2022-09766,,,Carteret,11/2/2022,Well Construction - GW1,4,
GW1-2022-09681_Well Construction - GW1_20220923,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2549957&dbid=0&repo=WaterResources,,GW1-2022-09681,,,Nash,9/23/2022,Well Construction - GW1,2,
GW1-2022-03315_Well Construction - GW1_20220314,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2246678&dbid=0&repo=WaterResources,,GW1-2022-03315,,,Stokes,3/14/2022,Well Construction - GW1,1,
GW1-2022-08701_Well Construction - GW1_20220518,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492692&dbid=0&repo=WaterResources,,GW1-2022-08701,,,Polk,5/18/2022,Well Construction - GW1,1,
GW1-2022-08880_Well Construction - GW1_20220722,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2499380&dbid=0&repo=WaterResources,,GW1-2022-08880,,,Orange,7/22/2022,Well Construction - GW1,2,
GW1-2022-08870_Well Construction - GW1_20220722,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2499370&dbid=0&repo=WaterResources,,GW1-2022-08870,,,Franklin,7/22/2022,Well Construction - GW1,2,
GW1-2022-09525_Well Construction - GW1_20221017,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2536906&dbid=0&repo=WaterResources,,GW1-2022-09525,,,Haywood,10/17/2022,Well Construction - GW1,1,
GW1-2022-09047_Well Construction - GW1_20220930,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2514391&dbid=0&repo=WaterResources,,GW1-2022-09047,,,Brunswick,9/30/2022,Well Construction - GW1,3,
GW1-2022-01154_Well Construction - GW1_20220103,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2175970&dbid=0&repo=WaterResources,,GW1-2022-01154,,,Wake,1/3/2022,Well Construction - GW1,1,
GW1-2022-08531_Well Construction - GW1_20220428,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2492399&dbid=0&repo=WaterResources,,GW1-2022-08531,,,Gaston,4/28/2022,Well Construction - GW1,1,
GW1-2022-03646_Well Construction - GW1_20220328,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2265541&dbid=0&repo=WaterResources,,GW1-2022-03646,,,Wake,3/28/2022,Well Construction - GW1,1,
GW1-2022-06239_Well Construction - GW1_20220701,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2408146&dbid=0&repo=WaterResources,,GW1-2022-06239,,,Lincoln,7/1/2022,Well Construction - GW1,1,
GW1-2022-02872_Well Construction - GW1_20220228,https://edocs.deq.nc.gov/WaterResources/DocView.aspx?id=2228850&dbid=0&repo=WaterResources,,GW1-2022-02872,,,Chatham,2/28/2022,Well Construction - GW1,1,
